country,description,designation,points,price,province,region_1,title,variety,winery
US,"Overtly sweet, with a white sugar edge to the citrus fruits, this is basically a dessert wine. Earns extra credit for cleanness and crisp acidity.",,83,11,California,California,Robert Mondavi 2010 Pinot Grigio (California),Pinot Grigio,Robert Mondavi
US,It's all about oak in this Chardonnnay. Not much going on beyond the obvious attempt at flattery with buttered toast and vanilla flavors. Maybe a little peach and pineapple candy thrown in for good measure.,,83,20,California,Napa Valley,Starmont 2009 Chardonnay (Napa Valley),Chardonnay,Starmont
Portugal,"Light red wine, with a stalky black currant character. It is very fruity, showing herbs and soft tannins. Almost an apéritif red, certainly one for lightly flavored dishes.",Casal Garcia Tinto,83,8,Portuguese Table Wine,,Aveleda 2010 Casal Garcia Tinto Red (Portuguese Table Wine),Portuguese Red,Aveleda
US,"This blend of Grenache, Syrah and Mourvèdre is unbalanced. It's sweet in dessert red berry fruit, with an awkward streak of acidity.",,83,13,California,Santa Ynez Valley,Brophy Clark 2009 G-S-M (Santa Ynez Valley),G-S-M,Brophy Clark
Argentina,"Sweet and syrupy smelling, with maple-covered doughnut and muddled spice and tree bark aromas. The palate is more cutting and acidic than expected, with a sheer mouthfeel and heavy vanilla and oak flavors covering up underdeveloped red fruit notes. Hard, crisp and tannic stuff.",Organic Legacy Old Vines,83,25,Mendoza Province,Mendoza,Caligiore 2008 Organic Legacy Old Vines Malbec (Mendoza),Malbec,Caligiore
Argentina,"Heavy and stalky smelling, with burnt aromas. The leaden palate is weighty and short on freshness; tastes pithy and stalky, with some nectarine and plum thrown in. Seems to be fading.",Pianissimo,83,10,Mendoza Province,Mendoza,Caligiore 2010 Pianissimo Rosé (Mendoza),Rosé,Caligiore
US,"Funky with prune and tobacco overwhelming any fresher fruit, this Livermore Zin is high in alcohol (15.8%), which coats the tongue for a long time after the wine goes down.",Hansen Vineyard Reserve,83,33,California,Livermore Valley,Cedar Mountain 2007 Hansen Vineyard Reserve Zinfandel (Livermore Valley),Zinfandel,Cedar Mountain
US,"Simple and sweet, with jammy pineapple, orange and apricot flavors leading to a soft, honeyed finish.",Selected Vineyards,83,10,California,Central Coast,Concannon 2010 Selected Vineyards Chardonnay (Central Coast),Chardonnay,Concannon
Spain,"Sweet red plum aromas are candied and jumbled. The wine is clacky in the mouth, with a lot of acidity and narrow, sweet cherry flavors. Shows heat and burn on the finish. 50% Tempranillo-50% Merlot.",Dance Del Mar,83,12,Northern Spain,Cariñena,Solar de Urbezo 2010 Dance Del Mar Tempranillo-Merlot (Cariñena),Tempranillo-Merlot,Solar de Urbezo
Portugal,"A soft Vinho Verde, with white fruit flavors, only light acidity and some final sweetness. An attractive apéritif.",Clemens Reserva,83,14,Vinho Verde,,Wines & Winemakers 2010 Clemens Reserva White (Vinho Verde),Portuguese White,Wines & Winemakers
US,"A clumsy wine that aims for white Bordeaux in style and falls far short. There's plenty of oak and lees, but the underlying wine is thin and disappointing in citrus flavor.",The Novelist,83,18,California,California,Cosentino 2008 The Novelist Meritage (California),Meritage,Cosentino
Australia,"Earthy and tealike, with those attributes framed by charred, nutty oak. It's supple enough to be balanced for immediate consumption.",Deen De Bortoli Vat 10,83,15,Australia Other,South Eastern Australia,De Bortoli 2009 Deen De Bortoli Vat 10 Pinot Noir (South Eastern Australia),Pinot Noir,De Bortoli
Portugal,"Soft, sweet raspberry fruit-flavored wine. It has a line of acidity while its main character is the light, sweet aftertaste. Screwcap.",Coreto,83,6,Lisboa,,DFJ Vinhos 2010 Coreto Rosé (Lisboa),Rosé,DFJ Vinhos
Australia,"Yellow Tail's sparkler is an aromatic blend of Semillon, Traminer, Viognier and Trebbiano that manages to be largely neutral on the palate at the same time it's perfumed on the nose. Frothy and off dry.",Bubbles Sparkling White Wine,83,10,Australia Other,South Eastern Australia,Yellow Tail NV Bubbles Sparkling White Wine Sparkling (South Eastern Australia),Sparkling Blend,Yellow Tail
Portugal,"On the dry side, with caramel and strawberry flavors, this is an attractive, bright rosé, as fresh as they come.",Escolha,83,5,Vinho Verde,,Adega Cooperativa Ponte de Barca 2010 Escolha Rosé (Vinho Verde),Rosé,Adega Cooperativa Ponte de Barca
Argentina,"Smells earthy and leathery, with a grilled meat element to the nose. The palate runs sharp and high in acid, with narrow plum flavors. Doesn't offer a whole lot on the finish. More rubbery and tart than ideal.",Andes Crossing,83,12,Mendoza Province,Mendoza,Pasaje Alto 2010 Andes Crossing Malbec (Mendoza),Malbec,Pasaje Alto
Australia,"Herbal and green peppercornish, with dark berry flavors and herbal-vegetal notes. Light and crisp; complex for the price.",DB Family Selection,83,9,Australia Other,South Eastern Australia,De Bortoli 2008 DB Family Selection Shiraz (South Eastern Australia),Shiraz,De Bortoli
Spain,"Starts out with leather and cheesy aromas, and beyond that there's not a lot of fruit on the bouquet. It's a chunky, heavy wine with thick, jammy plum flavors that have strong herbal undertones. Warm, grabby and baked on the finish, which is plodding.",Tinto,83,10,Northern Spain,Calatayud,Figaro 2009 Tinto Red (Calatayud),Red Blend,Figaro
Italy,"This is a less formal Vin Santo. The wine is creamy and thick, with sweet syrupy notes of chestnut, honey, maple, candied fruit and dried apricot.",500ml,90,,Tuscany,Vin Santo del Chianti,Fattoria di Casalbosco 2006 500ml  (Vin Santo del Chianti),White Blend,Fattoria di Casalbosco
France,"Dominated by its dry tannins, this is a tight black currant and dark plum skin-flavored wine, surrounded by a firm core of tannins, a firm and dark-hued wine.",Clos des Garands,90,,Beaujolais,Fleurie,Georges Duboeuf 2009 Clos des Garands  (Fleurie),Gamay,Georges Duboeuf
France,"There is great structure here, with dusty tannins percolating through the rich wine. It has power, concentration and density, with cocoa and cherry flavors well integrated. Think about aging for 1–2 years.",Sélection,90,,Beaujolais,Moulin-à-Vent,Georges Duboeuf 2009 Sélection  (Moulin-à-Vent),Gamay,Georges Duboeuf
US,"This weirdly named wine is a blend of 95% Cabernet Franc and 5% Merlot. It's a bit soft and melted in texture, like liquid licorice, with flavors of cherries, red currants, mocha, anise and smoky oak, and the finish is dry. Notable for the elegance and purity of its tannin structure.",Will Jarvis' Science Project,90,105,California,Napa Valley,Jarvis 2008 Will Jarvis' Science Project Red (Napa Valley),Bordeaux-style Red Blend,Jarvis
Chile,"Big, dark and brash, and very much in the modern California style, meaning it's rich, creamy, oaky and full-bodied. The nose brings toast, heat and potency, while the flavors are saturated, spicy and revolve around wild berry, tea, spice, caramel and savory warmth. Only gets better as it opens and airs; drink now through 2012.",Alazan CJ's Barrel,90,32,Casablanca Valley,,Kingston Family 2008 Alazan CJ's Barrel Pinot Noir (Casablanca Valley),Pinot Noir,Kingston Family
Chile,"Opens with heavy aromas of raisin, prune, leather and chocolate. The palate is just racy enough, with depth, big tannins and structure. Tastes grapy and big, with blackberry fruit and a chocolaty aftertaste. Toasty and a little gritty and tannic on the finish, and ultimately it's a little sweet but still impressive for Chilean Syrah.",Cuvée Alexandre Las Kuras Vineyard,90,24,Cachapoal Valley,,Lapostolle 2007 Cuvée Alexandre Las Kuras Vineyard Syrah (Cachapoal Valley),Syrah,Lapostolle
US,"The latest version of this popular blend drops the Chardonnay and adds 11% Grüner Veltliner to the Roussanne-Viognier blend. It seems to elevate the aromatics, pushing lush scents of lemon drop, pineapple, and candied orange peel forward. Those perfectly rendered citrus peel flavors put a frame around the tart fruit, and there is a hint of white pepper in the spicy finish.",Subduction White,90,18,Washington,Columbia Valley (WA),Syncline 2009 Subduction White White (Columbia Valley (WA)),White Blend,Syncline
Argentina,"Round, thick and pulsing, but not too hard, angular or tannic. The nose brings richness, smoke and black fruits, while the palate is juicy, focused and forward, with black-fruit flavor galore and a slight creamy character. Drying and toasty on the finish, with snappy acidity through the final drop.",Broquel,90,17,Mendoza Province,Mendoza,Trapiche 2008 Broquel Bonarda (Mendoza),Bonarda,Trapiche
Austria,"Pure, perfumed wine, its floral currant flavored fruit dancing in the glass. There is a bright lift to this delicious fruity wine, just demanding to be drunk. Screw cap.",Reserve,90,,Kamptal,,Loimer 2009 Reserve Riesling (Kamptal),Riesling,Loimer
France,"A solid, dense wine, packed with tannins and with a dry core. The soft fruit has flavors of strawberry, hinting at richness to come. At this early stage, tannins and acidity are still forming. Hold for five years.",Les Beaumonts Premier Cru,90,140,Burgundy,Vosne-Romanée,Louis Latour 2008 Les Beaumonts Premier Cru  (Vosne-Romanée),Pinot Noir,Louis Latour
France,"There is a voluptuous edge to this generous wine. It has rich flavors, some strawberry and plum juice. The final extreme freshness shows through the layer of firm tannins. For aging over 4–5 years.",Les Damodes Premier Cru,90,95,Burgundy,Nuits-St.-Georges,Louis Latour 2008 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,Louis Latour
US,"Made from the winery's little vineyard on Atlas Peak, this 100% Cabernet needs time to come around. It doesn't show the voluptuous approachability of the 2005 or the 2007, which will be released next year. It's fairly acidic and tannic. But there's a luscious core of blackberries and black currants. Try after 2012; it might be a very long-lived wine.",,90,195,California,Napa Valley,M by Michael Mondavi 2006 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,M by Michael Mondavi
US,"A Châteauneuf-du-Pape-style Rhône blend that really nails it for satisfaction. Rich and fruity, spicy, yet with great structure. Defines the vintner's art of blending, comprised of five varieties sourced from a dozen vineyards. Fun and serious at the same time.",M5,90,24,California,Santa Barbara County,Margerum 2007 M5 Red (Santa Barbara County),Rhône-style Red Blend,Margerum
US,"This is a great value in a Petite Sirah that shows how well the variety performs in a great vintage in a warmer climate. With 20% Syrah, which seems to add richness and nobility, the wine is bone dry and elegant in mouthfeel, with complex blackberry, black currant, grilled beef, black pepper and cedar flavors. Drink now.",Family Vineyards,90,15,California,Dry Creek Valley,Pedroncelli 2007 Family Vineyards Petite Sirah (Dry Creek Valley),Petite Sirah,Pedroncelli
Italy,"This 60-40 blend of Trebbiano Toscano and Malvasia Bianca offers a traditional interpretation with thick sweetness and aromas of roasted chestnut, caramel and honey.",Caratello,90,,Tuscany,Vin Santo del Chianti,Pietro Beconcini 1999 Caratello  (Vin Santo del Chianti),White Blend,Pietro Beconcini
South Africa,"This is a robust and firmly structured Syrah with medium-coarse tannins and medium-full weight. Meaty and dark with notes of licorice, black currant, sweet spice and a touch of cocoa on the finish. Though it's intense, it still feels like it's holding back a little bit; try after 2012 for a more forward presentation.",,90,47,Coastal Region,,Boekenhoutskloof 2007 Syrah (Coastal Region),Syrah,Boekenhoutskloof
Italy,"The Cartizze cru is known as the best area for growing quality grapes for Prosecco. This precious expression shows drying mineral tones backed by sweet fruit, melon and peach. The soft, creamy quality if the perlage is also noteworthy.",Cartizze Dry,90,,Veneto,Valdobbiadene Superiore di Cartizze,Bortolotti NV Cartizze Dry  (Valdobbiadene Superiore di Cartizze),Glera,Bortolotti
France,"Big, structured and solid, with powerful dense fruit, this is packed with plum juice flavors. The wine feels chunky, while the acidity keeps everything in proportion.",,90,,Burgundy,Gevrey-Chambertin,Chanson Père et Fils 2007  Gevrey-Chambertin,Pinot Noir,Chanson Père et Fils
France,"With hints of mint, and a firm structure from wood as well as tannins, this is a flattering wine. The tannins are rich, layered within the jammy black berry fruits. This is a wine for aging, but is deceptively attractive now.",,90,25,Bordeaux,Haut-Médoc,Château Cambon la Pelouse 2008  Haut-Médoc,Bordeaux-style Red Blend,Château Cambon la Pelouse
France,"Since the futures tasting in 2009, the wood element has been tamed. It is still an important factor, but the fruit has blossomed, showing a solid core of tannins, surrounded by dark plum and red fruit flavors. It will need many years, but everything is here now.",,90,,Bordeaux,Saint-Estèphe,Château Lilian Ladouys 2008  Saint-Estèphe,Bordeaux-style Red Blend,Château Lilian Ladouys
